EmployeeNumber,Age,Gender,Department,JobRole,JobLevel,MaritalStatus,OverTime,BusinessTravel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,Attrition,RiskScore,RiskPct,RiskSegment,RiskLevel
1987,25,Female,Human Resources,Human Resources,1,Married,No,Travel_Rarely,2187,2,1,2,3,3,No,0.4413,44.1,At Watch,Medium (30–60%)
743,38,Female,Research & Development,Manufacturing Director,3,Single,Yes,Travel_Rarely,7861,1,0,3,4,3,No,0.441,44.1,At Watch,Medium (30–60%)
38,46,Female,Sales,Manager,5,Single,No,Travel_Rarely,18947,2,2,1,2,2,No,0.4393,43.9,At Watch,Medium (30–60%)
404,42,Female,Sales,Sales Executive,4,Married,No,Travel_Frequently,13525,20,4,2,4,3,No,0.4387,43.9,At Watch,Medium (30–60%)
635,37,Female,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,6447,6,4,2,2,2,No,0.4386,43.9,At Watch,Medium (30–60%)
1932,34,Male,Research & Development,Research Scientist,2,Married,Yes,Travel_Frequently,5747,15,6,4,3,3,No,0.4386,43.9,At Watch,Medium (30–60%)
426,31,Male,Research & Development,Research Scientist,1,Divorced,Yes,Travel_Rarely,2695,2,2,4,1,3,No,0.4373,43.7,At Watch,Medium (30–60%)
496,35,Male,Research & Development,Healthcare Representative,2,Single,No,Travel_Rarely,6540,1,0,2,3,3,No,0.4371,43.7,At Watch,Medium (30–60%)
861,30,Male,Research & Development,Research Scientist,1,Divorced,No,Travel_Frequently,3761,5,0,4,2,2,No,0.4362,43.6,At Watch,Medium (30–60%)
643,24,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2127,1,0,2,3,4,No,0.4348,43.5,At Watch,Medium (30–60%)
699,36,Male,Research & Development,Manufacturing Director,2,Divorced,Yes,Travel_Rarely,8847,3,0,2,3,2,No,0.4341,43.4,At Watch,Medium (30–60%)
1447,34,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3294,5,0,2,2,4,No,0.4339,43.4,At Watch,Medium (30–60%)
70,35,Male,Research & Development,Healthcare Representative,3,Married,Yes,Non-Travel,9884,4,2,1,3,3,No,0.4337,43.4,At Watch,Medium (30–60%)
1992,25,Male,Research & Development,Laboratory Technician,1,Divorced,Yes,Travel_Rarely,3977,2,0,3,2,4,No,0.4321,43.2,At Watch,Medium (30–60%)
793,29,Female,Research & Development,Healthcare Representative,2,Married,No,Travel_Rarely,4335,8,1,3,2,2,No,0.4307,43.1,At Watch,Medium (30–60%)
80,50,Female,Research & Development,Research Director,5,Divorced,Yes,Travel_Rarely,18740,27,13,3,2,2,No,0.4301,43.0,At Watch,Medium (30–60%)
11,30,Male,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,2693,1,0,3,3,4,No,0.4286,42.9,At Watch,Medium (30–60%)
982,30,Male,Sales,Sales Executive,3,Divorced,No,Travel_Rarely,7264,8,7,3,4,3,No,0.4285,42.9,At Watch,Medium (30–60%)
856,35,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2559,6,1,1,2,3,No,0.4284,42.8,At Watch,Medium (30–60%)
1333,44,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2362,3,1,1,4,1,Yes,0.4282,42.8,At Watch,Medium (30–60%)
903,47,Female,Sales,Sales Executive,2,Married,Yes,Travel_Rarely,4537,7,7,4,3,3,No,0.4271,42.7,At Watch,Medium (30–60%)
1106,25,Male,Research & Development,Laboratory Technician,1,Married,Yes,Travel_Rarely,3691,7,5,4,4,4,Yes,0.4269,42.7,At Watch,Medium (30–60%)
808,34,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,6500,3,1,1,3,3,No,0.4266,42.7,At Watch,Medium (30–60%)
644,50,Male,Human Resources,Manager,5,Married,No,Travel_Frequently,18200,32,10,2,3,1,No,0.4266,42.7,At Watch,Medium (30–60%)
679,32,Female,Research & Development,Research Scientist,2,Married,Yes,Travel_Rarely,6322,6,0,4,2,1,No,0.4262,42.6,At Watch,Medium (30–60%)
1360,58,Female,Research & Development,Manufacturing Director,3,Married,Yes,Travel_Rarely,10008,10,5,1,2,3,Yes,0.4258,42.6,At Watch,Medium (30–60%)
511,22,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2244,2,1,2,3,1,No,0.4257,42.6,At Watch,Medium (30–60%)
481,36,Male,Sales,Sales Executive,3,Married,No,Travel_Frequently,9699,13,1,4,3,1,No,0.4256,42.6,At Watch,Medium (30–60%)
1591,50,Male,Sales,Manager,5,Married,Yes,Travel_Rarely,19331,1,0,3,3,3,No,0.4223,42.2,At Watch,Medium (30–60%)
1996,31,Male,Sales,Sales Representative,1,Married,No,Travel_Rarely,3067,2,1,3,3,1,No,0.4203,42.0,At Watch,Medium (30–60%)
449,27,Male,Sales,Sales Executive,2,Married,Yes,Non-Travel,6349,5,1,2,3,3,No,0.4179,41.8,At Watch,Medium (30–60%)
1973,55,Male,Human Resources,Manager,5,Married,Yes,Travel_Rarely,19636,10,1,2,3,3,No,0.4173,41.7,At Watch,Medium (30–60%)
78,32,Male,Research & Development,Manufacturing Director,2,Married,Yes,Travel_Rarely,6162,9,7,4,3,1,No,0.4167,41.7,At Watch,Medium (30–60%)
1411,37,Female,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,3629,3,0,3,3,1,No,0.4147,41.5,At Watch,Medium (30–60%)
1599,43,Male,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,4876,6,0,2,3,4,No,0.4131,41.3,At Watch,Medium (30–60%)
521,40,Female,Research & Development,Laboratory Technician,2,Married,No,Travel_Rarely,3448,1,0,3,3,2,No,0.413,41.3,At Watch,Medium (30–60%)
1392,41,Female,Research & Development,Research Scientist,2,Divorced,Yes,Travel_Frequently,5467,6,3,4,2,4,No,0.4129,41.3,At Watch,Medium (30–60%)
41,30,Male,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,2206,10,1,3,3,4,No,0.4103,41.0,At Watch,Medium (30–60%)
125,32,Male,Sales,Sales Executive,2,Single,No,Travel_Rarely,5010,11,5,3,3,2,No,0.4087,40.9,At Watch,Medium (30–60%)
1042,36,Female,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,2743,17,15,1,3,3,Yes,0.4086,40.9,At Watch,Medium (30–60%)
10,59,Female,Research & Development,Laboratory Technician,1,Married,Yes,Travel_Rarely,2670,1,0,1,2,3,No,0.4078,40.8,At Watch,Medium (30–60%)
848,26,Female,Research & Development,Research Scientist,1,Married,Yes,Travel_Frequently,2366,8,1,3,3,3,Yes,0.4071,40.7,At Watch,Medium (30–60%)
1890,36,Male,Human Resources,Human Resources,2,Single,No,Travel_Frequently,3886,10,0,4,2,2,No,0.4051,40.5,At Watch,Medium (30–60%)
852,44,Male,Research & Development,Healthcare Representative,2,Single,No,Travel_Rarely,5933,5,2,2,2,4,No,0.4044,40.4,At Watch,Medium (30–60%)
1465,45,Male,Research & Development,Manufacturing Director,3,Married,Yes,Travel_Rarely,9380,3,1,4,4,2,No,0.4041,40.4,At Watch,Medium (30–60%)
1814,41,Male,Research & Development,Healthcare Representative,2,Single,No,Travel_Rarely,6870,3,1,2,1,2,No,0.404,40.4,At Watch,Medium (30–60%)
1545,33,Male,Research & Development,Manufacturing Director,2,Single,No,Travel_Rarely,4320,5,0,2,3,4,No,0.4034,40.3,At Watch,Medium (30–60%)
1285,34,Female,Research & Development,Laboratory Technician,2,Divorced,No,Travel_Frequently,4444,11,5,2,4,3,No,0.403,40.3,At Watch,Medium (30–60%)
1211,30,Male,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,4115,4,0,1,3,3,No,0.4015,40.1,At Watch,Medium (30–60%)
1389,31,Male,Research & Development,Manufacturing Director,2,Married,Yes,Travel_Rarely,6179,10,6,3,2,4,Yes,0.4013,40.1,At Watch,Medium (30–60%)
474,37,Male,Research & Development,Research Scientist,2,Divorced,Yes,Travel_Rarely,5974,7,6,1,3,3,No,0.4012,40.1,At Watch,Medium (30–60%)
758,23,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2500,4,0,1,4,2,No,0.4012,40.1,At Watch,Medium (30–60%)
1034,55,Male,Research & Development,Healthcare Representative,2,Married,Yes,Travel_Frequently,6385,8,6,2,3,3,No,0.3986,39.9,At Watch,Medium (30–60%)
641,26,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,6272,5,1,2,4,1,No,0.398,39.8,At Watch,Medium (30–60%)
1585,36,Female,Sales,Sales Executive,2,Single,No,Travel_Rarely,6815,1,0,3,3,2,No,0.3976,39.8,At Watch,Medium (30–60%)
829,36,Male,Human Resources,Human Resources,1,Married,No,Travel_Rarely,2143,5,0,2,3,3,No,0.3966,39.7,At Watch,Medium (30–60%)
1708,41,Male,Sales,Sales Executive,3,Single,No,Travel_Rarely,9241,10,8,3,3,4,No,0.3959,39.6,At Watch,Medium (30–60%)
1216,28,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3196,6,3,1,3,4,No,0.3946,39.5,At Watch,Medium (30–60%)
1694,55,Male,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,3537,4,1,2,3,1,No,0.3932,39.3,At Watch,Medium (30–60%)
291,32,Male,Sales,Sales Executive,3,Married,No,Travel_Rarely,10400,14,9,4,2,4,Yes,0.393,39.3,At Watch,Medium (30–60%)
1954,29,Male,Research & Development,Healthcare Representative,2,Married,No,Travel_Rarely,5373,5,0,1,2,1,No,0.3929,39.3,At Watch,Medium (30–60%)
691,35,Male,Research & Development,Research Scientist,2,Single,No,Travel_Rarely,6646,17,11,4,3,2,No,0.391,39.1,At Watch,Medium (30–60%)
1102,28,Male,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,2207,4,2,3,2,1,No,0.3908,39.1,At Watch,Medium (30–60%)
433,52,Male,Research & Development,Research Scientist,2,Married,No,Travel_Rarely,4941,8,7,2,2,3,Yes,0.3885,38.8,At Watch,Medium (30–60%)
592,36,Male,Sales,Sales Executive,3,Single,No,Non-Travel,9980,10,9,4,2,2,No,0.3883,38.8,At Watch,Medium (30–60%)
1002,45,Male,Research & Development,Laboratory Technician,2,Married,Yes,Non-Travel,3633,9,0,1,3,4,No,0.3883,38.8,At Watch,Medium (30–60%)
1929,39,Female,Sales,Sales Executive,2,Married,No,Non-Travel,5736,3,1,3,3,1,No,0.3883,38.8,At Watch,Medium (30–60%)
1092,40,Male,Research & Development,Healthcare Representative,3,Married,No,Travel_Rarely,10322,11,11,4,3,1,No,0.3881,38.8,At Watch,Medium (30–60%)
1356,34,Female,Sales,Sales Executive,2,Single,No,Travel_Rarely,6125,10,9,1,4,3,No,0.387,38.7,At Watch,Medium (30–60%)
1722,41,Male,Human Resources,Human Resources,2,Married,No,Non-Travel,6430,3,1,2,3,3,No,0.3869,38.7,At Watch,Medium (30–60%)
1974,31,Female,Research & Development,Laboratory Technician,1,Divorced,Yes,Travel_Rarely,1129,1,0,4,3,4,No,0.3868,38.7,At Watch,Medium (30–60%)
1278,55,Male,Research & Development,Healthcare Representative,4,Divorced,Yes,Non-Travel,13577,33,15,2,3,4,No,0.3831,38.3,At Watch,Medium (30–60%)
207,32,Female,Sales,Sales Executive,3,Single,No,Travel_Frequently,8998,9,3,4,3,2,No,0.3822,38.2,At Watch,Medium (30–60%)
1682,36,Male,Research & Development,Healthcare Representative,2,Married,No,Travel_Rarely,5347,3,0,3,2,1,No,0.3802,38.0,At Watch,Medium (30–60%)
510,26,Male,Research & Development,Research Scientist,1,Single,No,Travel_Frequently,3102,6,0,1,3,3,Yes,0.3799,38.0,At Watch,Medium (30–60%)
1480,42,Female,Research & Development,Laboratory Technician,1,Single,No,Travel_Frequently,3673,12,5,4,3,1,No,0.3762,37.6,At Watch,Medium (30–60%)
342,37,Male,Research & Development,Manufacturing Director,3,Divorced,No,Travel_Frequently,10048,1,0,3,3,1,Yes,0.3757,37.6,At Watch,Medium (30–60%)
284,22,Male,Research & Development,Research Scientist,1,Divorced,Yes,Travel_Rarely,2328,4,2,2,2,4,No,0.3754,37.5,At Watch,Medium (30–60%)
1127,39,Male,Research & Development,Healthcare Representative,4,Divorced,No,Travel_Frequently,12169,18,11,4,3,1,Yes,0.3752,37.5,At Watch,Medium (30–60%)
1956,31,Male,Research & Development,Research Scientist,2,Married,No,Travel_Frequently,5003,10,8,1,3,4,No,0.3748,37.5,At Watch,Medium (30–60%)
828,28,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,4382,2,2,3,2,3,Yes,0.3745,37.4,At Watch,Medium (30–60%)
150,24,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2774,5,1,3,3,2,No,0.3738,37.4,At Watch,Medium (30–60%)
1647,27,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,3517,3,0,3,3,2,No,0.3738,37.4,At Watch,Medium (30–60%)
1749,31,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,8346,5,0,3,3,1,No,0.3736,37.4,At Watch,Medium (30–60%)
1724,40,Female,Research & Development,Manufacturing Director,2,Married,Yes,Travel_Rarely,6516,1,0,1,3,2,No,0.3732,37.3,At Watch,Medium (30–60%)
872,22,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,4775,2,2,4,1,4,No,0.3731,37.3,At Watch,Medium (30–60%)
1907,56,Male,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,2587,4,1,4,3,1,Yes,0.3729,37.3,At Watch,Medium (30–60%)
1321,30,Female,Research & Development,Manager,3,Married,Yes,Travel_Rarely,11916,9,0,1,3,2,No,0.3729,37.3,At Watch,Medium (30–60%)
1972,38,Male,Human Resources,Human Resources,1,Married,Yes,Travel_Frequently,2991,6,1,2,3,4,No,0.3728,37.3,At Watch,Medium (30–60%)
1885,37,Male,Research & Development,Research Scientist,2,Married,Yes,Travel_Rarely,4284,5,0,1,3,4,No,0.3727,37.3,At Watch,Medium (30–60%)
134,32,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2956,1,0,1,3,4,No,0.3726,37.3,At Watch,Medium (30–60%)
1306,45,Female,Research & Development,Manager,5,Single,No,Travel_Frequently,18061,0,0,2,3,2,No,0.3712,37.1,At Watch,Medium (30–60%)
1792,44,Male,Research & Development,Research Scientist,1,Divorced,Yes,Travel_Frequently,2342,5,2,2,2,3,Yes,0.3711,37.1,At Watch,Medium (30–60%)
698,54,Male,Human Resources,Human Resources,3,Married,No,Travel_Rarely,10725,9,7,2,4,3,No,0.3702,37.0,At Watch,Medium (30–60%)
1138,49,Male,Sales,Sales Executive,4,Married,No,Travel_Rarely,13120,9,2,2,3,4,No,0.3685,36.9,At Watch,Medium (30–60%)
1768,42,Male,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,2766,5,0,2,2,2,No,0.3685,36.9,At Watch,Medium (30–60%)
169,22,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2523,2,2,4,3,3,No,0.3679,36.8,At Watch,Medium (30–60%)
899,35,Male,Research & Development,Manufacturing Director,3,Married,No,Travel_Rarely,10903,13,4,2,3,4,No,0.3672,36.7,At Watch,Medium (30–60%)
2018,25,Female,Sales,Sales Executive,2,Divorced,Yes,Travel_Rarely,4907,5,0,3,2,1,No,0.367,36.7,At Watch,Medium (30–60%)
31,34,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2960,4,1,1,3,2,Yes,0.3667,36.7,At Watch,Medium (30–60%)
639,24,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,2725,6,1,4,3,2,No,0.3667,36.7,At Watch,Medium (30–60%)
1434,27,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2099,5,1,1,4,2,No,0.3664,36.6,At Watch,Medium (30–60%)
97,36,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3038,1,0,4,3,2,No,0.3655,36.6,At Watch,Medium (30–60%)
321,59,Male,Human Resources,Human Resources,1,Married,No,Travel_Rarely,2267,2,2,3,2,2,No,0.365,36.5,At Watch,Medium (30–60%)
781,25,Female,Sales,Sales Executive,2,Single,No,Travel_Rarely,6180,6,1,4,2,3,No,0.3637,36.4,At Watch,Medium (30–60%)
95,31,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2501,1,1,2,3,3,No,0.3615,36.1,At Watch,Medium (30–60%)
174,50,Female,Sales,Sales Executive,3,Single,No,Travel_Frequently,9208,2,2,4,3,3,No,0.3614,36.1,At Watch,Medium (30–60%)
667,27,Male,Sales,Sales Representative,1,Divorced,No,Travel_Rarely,3041,4,0,1,3,3,Yes,0.3613,36.1,At Watch,Medium (30–60%)
926,22,Female,Research & Development,Manufacturing Director,2,Married,Yes,Travel_Rarely,4171,3,0,3,4,2,Yes,0.3611,36.1,At Watch,Medium (30–60%)
1736,31,Female,Research & Development,Manufacturing Director,2,Single,No,Travel_Frequently,5238,5,1,4,2,4,No,0.3555,35.5,At Watch,Medium (30–60%)
549,60,Female,Research & Development,Manager,5,Married,No,Travel_Rarely,19566,29,11,1,1,1,No,0.3544,35.4,At Watch,Medium (30–60%)
330,32,Female,Sales,Sales Representative,1,Married,No,Travel_Rarely,3931,4,1,2,3,3,No,0.3537,35.4,At Watch,Medium (30–60%)
1495,24,Female,Sales,Sales Representative,1,Married,No,Non-Travel,2033,1,0,2,3,4,No,0.3529,35.3,At Watch,Medium (30–60%)
16,31,Male,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,2911,5,4,3,2,1,No,0.3528,35.3,At Watch,Medium (30–60%)
60,34,Male,Sales,Sales Executive,2,Single,No,Non-Travel,4568,9,8,3,3,2,No,0.3518,35.2,At Watch,Medium (30–60%)
1550,40,Male,Human Resources,Manager,4,Single,Yes,Travel_Rarely,16437,21,7,4,3,3,No,0.351,35.1,At Watch,Medium (30–60%)
407,36,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Frequently,3688,1,0,4,3,3,No,0.351,35.1,At Watch,Medium (30–60%)
155,36,Female,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,2835,1,0,4,3,1,No,0.3486,34.9,At Watch,Medium (30–60%)
1394,37,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,2996,6,1,3,3,3,No,0.3473,34.7,At Watch,Medium (30–60%)
657,20,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2836,1,0,2,4,4,No,0.3448,34.5,At Watch,Medium (30–60%)
448,43,Female,Research & Development,Laboratory Technician,2,Divorced,No,Travel_Frequently,5257,9,0,3,4,3,No,0.3446,34.5,At Watch,Medium (30–60%)
1515,33,Male,Research & Development,Healthcare Representative,2,Single,Yes,Travel_Rarely,6388,0,0,3,3,4,No,0.3446,34.5,At Watch,Medium (30–60%)
30,21,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,1232,0,0,4,3,3,No,0.3446,34.5,At Watch,Medium (30–60%)
992,33,Male,Sales,Manager,4,Single,No,Non-Travel,17444,10,6,3,3,4,No,0.3441,34.4,At Watch,Medium (30–60%)
366,29,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,6644,0,0,2,3,1,No,0.3437,34.4,At Watch,Medium (30–60%)
1580,34,Male,Research & Development,Research Scientist,2,Married,No,Travel_Rarely,5484,2,2,4,2,2,No,0.3427,34.3,At Watch,Medium (30–60%)
998,33,Female,Research & Development,Healthcare Representative,2,Married,Yes,Travel_Frequently,5488,6,1,2,3,3,No,0.3415,34.1,At Watch,Medium (30–60%)
1709,29,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2974,5,1,3,3,4,No,0.3414,34.1,At Watch,Medium (30–60%)
1195,45,Female,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,4477,3,0,3,2,1,No,0.341,34.1,At Watch,Medium (30–60%)
910,33,Male,Human Resources,Human Resources,1,Divorced,Yes,Travel_Rarely,2277,4,0,2,4,4,No,0.3405,34.1,At Watch,Medium (30–60%)
1081,51,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,2461,10,2,3,4,1,Yes,0.3398,34.0,At Watch,Medium (30–60%)
388,29,Male,Sales,Sales Executive,2,Single,No,Travel_Frequently,4554,10,0,4,2,2,No,0.3393,33.9,At Watch,Medium (30–60%)
842,55,Male,Sales,Sales Executive,2,Single,No,Travel_Rarely,5160,9,7,4,2,3,Yes,0.339,33.9,At Watch,Medium (30–60%)
573,60,Female,Sales,Sales Executive,3,Married,No,Travel_Frequently,10266,18,13,1,4,3,No,0.3386,33.9,At Watch,Medium (30–60%)
5,33,Female,Research & Development,Research Scientist,1,Married,Yes,Travel_Frequently,2909,8,3,3,3,4,No,0.3384,33.8,At Watch,Medium (30–60%)
1448,41,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,2127,4,0,3,2,2,No,0.338,33.8,At Watch,Medium (30–60%)
1762,29,Female,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,2109,1,0,1,3,4,No,0.3373,33.7,At Watch,Medium (30–60%)
1200,44,Male,Research & Development,Research Scientist,1,Single,Yes,Travel_Rarely,2936,6,0,3,3,3,Yes,0.3363,33.6,At Watch,Medium (30–60%)
961,31,Female,Research & Development,Healthcare Representative,2,Married,Yes,Travel_Rarely,5855,9,8,4,1,4,No,0.3361,33.6,At Watch,Medium (30–60%)
428,33,Female,Research & Development,Manager,3,Married,No,Travel_Frequently,11878,10,8,2,3,4,No,0.3341,33.4,At Watch,Medium (30–60%)
766,29,Male,Sales,Sales Representative,1,Divorced,No,Travel_Rarely,2297,2,2,2,3,4,No,0.3336,33.4,At Watch,Medium (30–60%)
12,38,Male,Research & Development,Manufacturing Director,3,Single,No,Travel_Frequently,9526,9,1,3,3,4,No,0.3324,33.2,At Watch,Medium (30–60%)
49,35,Female,Sales,Sales Representative,1,Married,No,Travel_Rarely,2014,2,2,4,3,4,No,0.3303,33.0,At Watch,Medium (30–60%)
784,23,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,3505,2,0,3,3,1,No,0.3294,32.9,At Watch,Medium (30–60%)
802,37,Female,Research & Development,Research Scientist,1,Divorced,Yes,Travel_Rarely,2782,5,4,1,2,4,No,0.3292,32.9,At Watch,Medium (30–60%)
625,41,Female,Sales,Manager,4,Married,No,Travel_Rarely,16595,18,11,1,3,2,No,0.3252,32.5,At Watch,Medium (30–60%)
431,49,Female,Research & Development,Healthcare Representative,4,Single,Yes,Travel_Rarely,13964,7,0,3,3,3,No,0.3243,32.4,At Watch,Medium (30–60%)
789,36,Male,Sales,Sales Executive,3,Single,No,Non-Travel,7587,10,0,1,3,1,No,0.3239,32.4,At Watch,Medium (30–60%)
1401,52,Female,Research & Development,Manufacturing Director,4,Married,Yes,Travel_Frequently,13247,5,0,3,2,4,No,0.3232,32.3,At Watch,Medium (30–60%)
39,33,Male,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,2496,1,0,4,3,3,No,0.3231,32.3,At Watch,Medium (30–60%)
878,36,Male,Human Resources,Human Resources,1,Married,No,Travel_Rarely,2342,5,0,1,3,1,No,0.3212,32.1,At Watch,Medium (30–60%)
1172,35,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2258,8,1,3,3,4,No,0.3209,32.1,At Watch,Medium (30–60%)
1428,30,Female,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,4779,3,0,1,3,4,No,0.3183,31.8,At Watch,Medium (30–60%)
1966,32,Male,Research & Development,Manufacturing Director,2,Single,No,Travel_Rarely,9679,1,0,4,3,4,No,0.3182,31.8,At Watch,Medium (30–60%)
